ANTH,4038,Global and Public Health,<5,69,<5,50%,<5,50%
ANTH,4068,Evolutionary Medicine: Health,<5,53,<5,50%,,0%
ANTH,4148,Ethnography & Theory in Social,<5,71,<5,100%,,0%
ANTH,3761,Specialised Evolutionary Anth,31,64,<5,10%,21,68%
ANTH,4158,Theory in Medical Anthropology,<5,37,,0%,,0%
ANTH,4198,Advanced Evolutionary Anth(30),<5,65,,0%,<5,100%
ANTH,3763,Specialised Evolutionary Anth,<5,66,<5,25%,<5,75%
ARAB,1012,Arabic Language 1,38,64,14,37%,15,39%
ARAB,1021,Intro to Middle East Cultures,25,64,5,20%,15,60%
ARAB,2002,Arabic Language 2,27,64,10,37%,10,37%
ARAB,2011,Arabic Literature,8,69,5,63%,<5,38%
ARAB,2041,Persian I,13,72,8,62%,<5,23%
ARAB,2051,Middle Eastern Cinema,12,68,<5,25%,9,75%
ARAB,3012,Arabic Language 4,18,63,<5,17%,10,56%
ARAB,3041,Specialised Translation,5,65,<5,20%,<5,60%
ARAB,3061,Arabic Linguistics & Dialectol,<5,58,<5,25%,<5,50%
ARAB,3081,Lit 19th-Century Arabic Nahda,<5,66,,0%,<5,100%
ARCH,1041,Scientific Methods in Arch 1,13,59,<5,8%,7,54%
ARCH,1061,Archaeology Practicals,65,67,31,48%,22,34%
ARCH,1071,Archaeology in Britain,78,67,35,45%,31,40%
ARCH,1081,Applied Archaeological Methods,27,61,5,19%,14,52%
ARCH,1111,Ancient Civilisations of the E,68,62,10,15%,42,62%
ARCH,1121,Discovering World Prehistory,61,59,<5,5%,39,64%
ARCH,1131,Cities in Antiquity,71,62,5,7%,48,68%
ARCH,1141,Medieval to Modern,36,59,7,19%,17,47%
ARCH,1151,Ancient Civilisations,33,58,<5,3%,16,48%
ARCH,2041,Scientific Methods in Arch 2,15,60,5,33%,5,33%
ARCH,2081,Prehistoric Europe:from forage,42,67,19,45%,19,45%
ARCH,2091,Becoming Roman: Iron Age,45,63,12,27%,24,53%
ARCH,2131,Arch of Med & Post-Med Britain,22,66,<5,18%,15,68%
ARCH,2141,East Med World in Bronze Age,28,62,<5,14%,14,50%
ARCH,2161,Ancient Mediterranean Civil,48,64,5,10%,35,73%
ARCH,2181,DevelopingArcheologicaResearch,76,65,22,29%,42,55%
ARCH,2191,Professional training,60,64,8,13%,43,72%
ARCH,2221,Advanced Skills in Archaeology,41,66,16,39%,17,41%
ARCH,3362,Archaeology Dissertation (Doub,61,65,21,34%,28,46%
ARCH,3451,Specialized Aspects (Single),36,68,12,33%,22,61%
ARCH,3472,Specialized Aspects (Double),30,65,8,27%,18,60%
ARCH,3562,Archaeology Dissertation,<5,59,,0%,,0%
ARCH,3581,Advanced Professional Training,41,66,12,29%,24,59%
ARCH,3591,Current Archaeology,33,69,17,52%,12,36%
ARCH,3601,Interpreting Heritage,24,72,17,71%,7,29%
ARCH,3611,ScientificMethodsinArchaeolgy3,12,69,6,50%,5,42%
ARCH,3621,Museum Representation,16,67,<5,25%,11,69%
ARCH,51830,Themes in Palaeopathology,<5,70,<5,100%,,0%
ARCH,2212,Advanced Skills in Archaeology,19,67,6,32%,10,53%
BIOL,1151,Physiology,161,64,38,24%,92,57%
BIOL,1161,Organisms & Environment,128,58,8,6%,58,45%
BIOL,1171,Genetics,189,62,40,21%,86,46%
BIOL,1181,Intro to Biosciences Research,71,71,41,58%,28,39%
BIOL,1281,Molecules and Cells,189,60,34,18%,69,37%
BIOL,1321,Scientific Skills for Bioscien,115,64,40,35%,40,35%
BIOL,2421,Immunology,55,60,<5,4%,36,65%
BIOL,2431,Medical Microbiology,40,63,9,23%,21,53%
BIOL,2441,Molecular Biology,138,63,36,26%,56,41%
BIOL,2451,Evolution,69,63,11,16%,40,58%
BIOL,2461,Ecology,56,63,17,30%,25,45%
BIOL,2471,Development,87,65,23,26%,48,55%
BIOL,2481,Cell Biology,89,64,25,28%,47,53%
BIOL,2491,Biochemistry,59,65,19,32%,25,42%
BIOL,2501,Cell Signalling,108,65,28,26%,63,58%
BIOL,2511,Behaviour,58,63,16,28%,27,47%
BIOL,2521,Applied Physiology,95,61,7,7%,60,63%
BIOL,2541,Haematology,6,57,<5,17%,<5,50%
BIOL,2551,Cell and Tissue Pathology,6,54,<5,17%,<5,50%
BIOL,2561,Clinical Genetics & Biochemist,5,61,<5,20%,<5,40%
BIOL,2571,Plant & Algal Physiology,35,62,12,34%,12,34%
BIOL,3161,Fieldcourse,37,66,10,27%,24,65%
BIOL,3431,Biology into Schools,10,69,6,60%,<5,40%
BIOL,3441,Biological Enterprise,34,69,17,50%,14,41%
BIOL,3451,Literature Review,156,69,71,46%,72,46%
BIOL,3481,Advanced Cell Biology,38,67,16,42%,15,39%
BIOL,3491,Stress & Responses Environment,92,65,36,39%,37,40%
BIOL,3521,Advanced Topics in Development,42,63,10,24%,19,45%
BIOL,3531,Stem Cells & Tissue Eng,29,66,12,41%,15,52%
BIOL,3541,Ecology in the Anthropocene,31,65,<5,13%,26,84%
BIOL,3551,Conservation Biology,37,66,9,24%,23,62%
BIOL,3561,Behavioural Ecology,34,66,8,24%,23,68%
BIOL,3571,Research Project,34,70,19,56%,12,35%
BIOL,3581,Workshop,89,68,38,43%,39,44%
BIOL,3591,Ageing & Age-Related Diseases,75,67,30,40%,36,48%
BIOL,3601,Biochemistry and Biotechnology,34,64,11,32%,13,38%
BIOL,3611,Crops for the Future,83,64,21,25%,43,52%
BIOL,3621,Biology of Disease,13,67,5,38%,7,54%
BIOL,3641,Contemp Issues in Biosciences,39,76,34,87%,5,13%
BIOL,3651,Genomics,25,70,14,56%,10,40%
BIOL,4022,Biochemistry Reseach Project,13,71,8,62%,5,38%
BIOL,4063,Biophysical Research Project,<5,71,<5,100%,,0%
BIOL,4094,Research Project MBiol,45,71,27,60%,17,38%
BIOL,4101,Field Course MBiol,<5,72,<5,67%,<5,33%
BIOL,4111,Workshop MBiol,56,71,32,57%,23,41%
BIOL,4121,Research Skills MBiol,45,71,21,47%,23,51%
BUSI,1131,Marketing Principles,267,58,17,6%,107,40%
BUSI,1141,"People, Management and Org",262,64,38,15%,174,66%
BUSI,1151,New Venture Creation,185,59,16,9%,72,39%
BUSI,1161,Financial InformationManagers,196,66,91,46%,48,24%
BUSI,1171,The Changing World of Business,197,61,6,3%,118,60%
BUSI,1181,Economics&PsychologyofDecision,120,59,7,6%,60,50%
BUSI,1191,"Analysis,Research&Business I",200,60,20,10%,98,49%
BUSI,2131,Managing in a Global Environmt,227,62,42,19%,110,48%
BUSI,2141,Entrepreneurship,194,68,77,40%,90,46%
BUSI,2151,Information Systems,146,64,43,29%,59,40%
BUSI,2161,Human Resource Management,151,62,<5,1%,113,75%
BUSI,2171,Strategic Brand Management,32,65,6,19%,23,72%
BUSI,2181,Operations Management,69,64,19,28%,32,46%
BUSI,2191,Marketing Research Methods,19,67,7,37%,11,58%
BUSI,2201,Integrated Marktng Comunicatns,40,67,14,35%,20,50%
BUSI,2211,Consumer Psychology,75,63,12,16%,47,63%
BUSI,2221,Consultng in the Public Sector,31,65,<5,6%,24,77%
BUSI,2231,"Analysis,Research&Business II",145,61,28,19%,71,49%
BUSI,2241,Principles of Business Law,31,55,<5,6%,6,19%
BUSI,3041,Asia and the Pacific Rim,72,63,17,24%,36,50%
BUSI,3122,Dissertation in Business(Doubl,11,65,<5,27%,7,64%
BUSI,3161,Leadership,55,64,8,15%,34,62%
BUSI,3171,Corporate Entrepreneurship,46,59,5,11%,16,35%
BUSI,3181,Strategic Management,195,63,53,27%,88,45%
BUSI,3191,Global Marketing,79,64,20,25%,42,53%
BUSI,3201,Social Marketing,27,67,12,44%,10,37%
BUSI,3211,Service Operations Management,79,64,20,25%,40,51%
BUSI,3221,Retail and Services Marketing,31,63,6,19%,17,55%
BUSI,3232,Dissertation,151,65,58,38%,63,42%
BUSI,3241,Corporate Responsibility,42,62,10,24%,19,45%
BUSI,3261,ContemporaryIssuesinManagement,44,65,13,30%,26,59%
BUSI,3271,Design Thinking,22,68,9,41%,12,55%
BUSI,3281,"Work, Organisation and Society",8,66,<5,38%,<5,38%
BUSI,4011,Reflections on Management Prac,<5,70,<5,33%,<5,67%
BUSI,4005,Research Project,<5,73,<5,100%,,0%
BUSS,1181,Law,55,70,33,60%,17,31%
BUSS,1191,Business Environment&Functions,61,63,16,26%,26,43%
BUSS,2051,Principles of Business Law,36,53,<5,6%,10,28%
BUSS,2061,Management Accounting,135,61,27,20%,56,41%
BUSS,2071,Corporate Financial Reporting,149,56,20,13%,38,26%
BUSS,2091,Auditing and Assurance,141,58,24,17%,41,29%
BUSS,2151,Introduction to Taxation,113,56,,0%,37,33%
BUSS,2201,Entrepreneurship,29,67,11,38%,15,52%
BUSS,2231,Business Strategy,56,65,<5,5%,50,89%
BUSS,3051,Contemp Issues in Corporate,198,63,34,17%,121,61%
BUSS,3061,Financial Planning and Control,198,65,74,37%,73,37%
BUSS,3101,Corporate Governance (QC),55,59,14,25%,16,29%
BUSS,3191,Corporate Responsibility,31,64,6,19%,18,58%
BUSS,3201,Contemp Issues in Mana,8,66,<5,50%,<5,25%
BUSS,3261,Strategic Management,22,64,6,27%,8,36%
CHEM,1061,Molecules in Action,121,59,17,14%,44,36%
CHEM,1078,Core Chemistry 1,220,61,62,28%,60,27%
CHEM,1087,Practical Chemistry 1A,220,66,54,25%,139,63%
CHEM,1107,Practical Chemistry 1B,130,63,15,12%,87,67%
CHEM,1111,Mathematicl & Experimntl Tools,159,62,40,25%,54,34%
CHEM,1127,Intro to Materials Chemistry,130,59,31,24%,46,35%
CHEM,2012,Core Chemistry 2,187,66,81,43%,52,28%
CHEM,2051,Biological Chemistry,79,63,27,34%,24,30%
CHEM,2061,Computational Chemistry,57,66,29,51%,11,19%
CHEM,2077,Chemistry of the Elements,135,60,25,19%,45,33%
CHEM,2087,Structure Reactivity Org Chem,147,65,52,35%,58,39%
CHEM,2097,Properties of Molecules,150,62,47,31%,47,31%
CHEM,2107,Practical Chem 2 - Inorganic,136,71,95,70%,39,29%
CHEM,2117,Practical Chem 2 - Organic,147,67,54,37%,74,50%
CHEM,2127,Practical Chem 2 - Physical,150,68,65,43%,72,48%
CHEM,3012,Core Chemistry 3,117,65,48,41%,36,31%
CHEM,3051,Materials Chemistry,46,66,20,43%,14,30%
CHEM,3061,Chemistry and Society,33,65,<5,12%,27,82%
CHEM,3071,Advanced Computational Chem,9,60,<5,11%,5,56%
CHEM,3081,Chemistry into School,7,72,5,71%,<5,29%
CHEM,3097,InorganicConcepts&Applications,96,64,32,33%,28,29%
CHEM,3107,PracticalChemistry 3 Inorganic,100,69,55,55%,44,44%
CHEM,3117,Advanced Organic Chemistry,102,63,29,28%,39,38%
CHEM,3127,PracticalChemistry3-Organic,97,64,31,32%,31,32%
CHEM,3137,Molecules&TheirInteractions,92,66,43,47%,22,24%
CHEM,3147,PracticalChemistry3-Physical,45,68,22,49%,21,47%
CHEM,3151,Computational Chemical Physics,17,70,7,41%,10,59%
CHEM,3161,Chemistry BSc Dissertation,33,66,11,33%,16,48%
CHEM,3187,ChemistryLiteraturePerspective,80,67,27,34%,48,60%
CHEM,3211,Bioactive Chemistry 3,18,66,7,39%,5,28%
CHEM,3411,Chemical Physics 3,21,70,13,62%,<5,19%
CHEM,4211,Bioactive Chemistry 4,13,75,10,77%,<5,15%
CHEM,4272,Bioactive Chem Research Proj D,13,71,8,62%,5,38%
CHEM,4311,Core Chemistry 4,54,64,18,33%,22,41%
CHEM,4361,Core Chemistry 4D,21,65,6,29%,9,43%
CHEM,4375,External Research Project,21,70,12,57%,9,43%
CHEM,4411,Chemical Physics 4,5,67,<5,40%,<5,20%
CHEM,4471,Advanced Computational Chem Ph,8,75,6,75%,<5,25%
CHEM,4494,Chemistry Research Project,68,69,36,53%,28,41%
CHEM,4481,Advanced Research Concepts,53,67,20,38%,24,45%
CHNS,1012,Chinese Language 1B,14,60,<5,21%,5,36%
CHNS,1021,Intro to Chinese Culture,29,64,<5,14%,21,72%
CHNS,2012,Chinese Language 2B,20,61,<5,20%,9,45%
CHNS,2021,Chinese Cinema,20,66,6,30%,9,45%
CHNS,2031,Classical Chinese I,<5,63,<5,25%,<5,25%
CHNS,2041,Chinese Language 2A,<5,57,,0%,<5,33%
CHNS,3021,Chinese Historical & Lit,10,65,<5,30%,6,60%
CHNS,3042,Diss in Chinese Studies,9,70,<5,44%,5,56%
CHNS,3062,Chinese Language 4B,19,61,<5,11%,10,53%
CLAS,1062,Beginners Latin 1,23,64,9,39%,7,30%
CLAS,1072,Beginners Greek 1,29,70,16,55%,9,31%
CLAS,1301,Monuments & Memory in the Age,136,61,13,10%,66,49%
CLAS,1541,Intermediate Greek 1A,20,68,7,35%,11,55%
CLAS,1551,Intermediate Greek 1B,20,65,6,30%,8,40%
CLAS,1561,Intermediate Latin 1A,58,67,14,24%,36,62%
CLAS,1571,Intermediate Latin 1B,56,63,8,14%,32,57%
CLAS,1601,Remembering Athens,128,63,20,16%,67,52%
CLAS,1701,"Lang, Trans, Interpretation",36,66,7,19%,28,78%
CLAS,1731,The Craft of the Ancient Histo,42,66,5,12%,35,83%
CLAS,1741,Living in the Classical World,53,63,<5,8%,37,70%
CLAS,2032,Beginners Latin 2,5,72,<5,60%,<5,20%
CLAS,2062,Beginners Greek 2,8,70,<5,50%,<5,25%
CLAS,2121,Advanced Latin 2B,14,70,8,57%,6,43%
CLAS,2131,Crisis of the Roman Republic,68,65,17,25%,40,59%
CLAS,2151,Tradition of Epic,86,65,18,21%,53,62%
CLAS,2171,Advanced Greek 2A,11,69,<5,36%,7,64%
CLAS,2181,Advanced Greek 2B,6,71,<5,50%,<5,50%
CLAS,2191,Advanced Latin 2A,34,63,<5,12%,22,65%
CLAS,2521,Intermediate Latin 2A,9,62,<5,11%,5,56%
CLAS,2531,Intermediate Latin 2B,9,58,,0%,<5,44%
CLAS,2541,Intermediate Greek 2A,15,68,5,33%,9,60%
CLAS,2551,Intermediate Greek 2B,15,66,<5,27%,9,60%
CLAS,2631,Roman Buildings & their Decora,13,64,5,38%,5,38%
CLAS,2761,Anci Political Thought Action,46,64,8,17%,32,70%
CLAS,2781,The Hellenistic World,61,63,9,15%,39,64%
CLAS,3231,Higher Latin 3A,34,67,7,21%,26,76%
CLAS,3241,Higher Latin 3B,21,67,<5,19%,15,71%
CLAS,3331,Lit & Lang of Ancient Babylon:,17,67,5,29%,11,65%
CLAS,3371,"Myth, Memory & History",29,68,15,52%,9,31%
CLAS,3401,Advanced Latin 3A,<5,63,,0%,<5,50%
CLAS,3411,Advanced Greek 3B,7,65,<5,43%,,0%
CLAS,3421,Advanced Greek 3A,10,67,5,50%,<5,20%
CLAS,3431,Higher Greek 3B,<5,74,<5,67%,<5,33%
CLAS,3441,Higher Greek 3A,12,67,<5,17%,10,83%
CLAS,3551,Greeks & Persians (c560-336BC),21,66,<5,14%,18,86%
CLAS,3571,The World of Catullus,18,66,<5,17%,15,83%
CLAS,3581,Writing Alexander,37,68,13,35%,23,62%
CLAS,3612,Dissertation (40 Credits),73,68,23,32%,46,63%
CLAS,3641,Intermediate Greek 3A,<5,68,<5,50%,<5,25%
CLAS,3651,Intermediate Greek 3B,<5,64,,0%,<5,100%
CLAS,3671,The Later Roman Empire,43,67,14,33%,29,67%
CLAS,3681,Intermediate Latin 3A,<5,68,,0%,<5,100%
CLAS,3691,Intermediate Latin 3B,<5,45,,0%,,0%
CLAS,3701,"Comedy and Tragedy, Laughter",27,69,13,48%,13,48%
CLAS,3731,Tech of Knowledge in Antiquity,11,67,<5,27%,8,73%
CLAS,3741,Advanced Latin 3C,<5,77,<5,100%,,0%
CLAS,1761,Socrates and the Socratics,53,60,7,13%,25,47%
CLAS,3721,Greek&Latin Literature 4-6C,5,75,<5,80%,<5,20%
CLAS,2811,Dialogues with Antiquity,31,64,10,32%,16,52%
CLAS,2861,Death in the Classical World,72,64,13,18%,47,65%
CLAS,2801,Classical Theories of Soul,18,67,5,28%,10,56%
CLAS,2851,Advanced Latin 2C,19,67,5,26%,12,63%
COMP,1011,Introduction to Programming,192,66,91,47%,47,24%
COMP,1021,Mathematics for Computer Sci,107,70,62,58%,25,23%
COMP,1051,Computational Thinking,124,74,75,60%,20,16%
COMP,1071,Computer Systems,142,72,89,63%,24,17%
COMP,1081,Algorithms and Data Structures,95,66,42,44%,26,27%
COMP,1091,Computational Development,<5,73,<5,100%,,0%
COMP,2181,Theory of Computation,74,68,35,47%,16,22%
COMP,2211,Networks and Systems,94,78,70,74%,11,12%
COMP,2221,Programming Paradigms,99,71,57,58%,24,24%
COMP,2231,Software Methodologies,99,71,63,64%,17,17%
COMP,2241,Software Development Theory,<5,81,<5,100%,,0%
COMP,2252,Software Engineering,75,66,29,39%,28,37%
COMP,3012,Computer Science Project,62,66,36,58%,18,29%
COMP,3371,Computing Meth III,33,59,10,30%,9,27%
COMP,3381,"Software,Systems,Apps III",53,65,26,49%,10,19%
COMP,3391,Theoretical Comp Sci III,14,59,<5,29%,<5,7%
COMP,3402,Contemp Comp Science III,39,67,21,54%,9,23%
COMP,3411,Contemp Comp Science III,31,65,13,42%,10,32%
COMP,3421,Comp Science into Schools,7,72,<5,57%,<5,43%
COMP,3431,Advanced Computer Systems III,38,59,10,26%,9,24%
COMP,4013,Advanced Project,21,73,16,76%,<5,14%
COMP,4042,Contemp Comp Science IV,19,71,12,63%,<5,21%
COMP,4051,Contemp Comp Science IV,6,81,5,83%,<5,17%
COMP,4061,"Software, Systems, Apps IV",15,73,10,67%,<5,27%
COMP,4071,Theoretical Comp Science IV,<5,64,<5,50%,<5,25%
ECON,1011,Principles of Economics,368,58,61,17%,136,37%
ECON,1021,Economic Methods,337,61,107,32%,72,21%
ECON,1041,Accounting & Finance in Busi,233,74,157,67%,39,17%
ECON,1051,Intro to Environmental Economi,147,64,45,31%,68,46%
ECON,1071,The World Economy,240,57,17,7%,97,40%
ECON,1081,Intro to the History of Econ,98,55,5,5%,25,26%
ECON,2011,Economic Principles I: Macroec,315,63,85,27%,155,49%
ECON,2021,Economic Principles II: Microe,312,63,71,23%,135,43%
ECON,2061,Economic Data Analysis I,221,58,23,10%,83,38%
ECON,2071,European Economics,74,65,8,11%,62,84%
ECON,2081,Business Competition,78,61,18,23%,29,37%
ECON,2091,Economics of Social Policy,62,67,22,35%,34,55%
ECON,2101,Corporate Finance,163,66,59,36%,78,48%
ECON,2121,Interm Meth for Econ & Finance,162,60,49,30%,35,22%
ECON,2141,Behavioural and Experimental,20,66,<5,15%,16,80%
ECON,3011,Applied Econometrics,19,70,11,58%,5,26%
ECON,3012,Dissertation,216,67,74,34%,125,58%
ECON,3051,History of Economic Thought,31,68,10,32%,20,65%
ECON,3061,Industrial Organisation,23,67,11,48%,10,43%
ECON,3071,International Economics,20,68,10,50%,8,40%
ECON,3081,Labour Economics,21,64,8,38%,8,38%
ECON,3111,Monetary Economics,72,68,38,53%,27,38%
ECON,3161,Environmntl Economics & Policy,26,65,10,38%,11,42%
ECON,3171,Development Economics,161,66,50,31%,107,66%
ECON,3191,Public Economics,18,69,8,44%,9,50%
ECON,3201,Advanced Microeconomic Theory,30,63,10,33%,8,27%
ECON,3211,Advanced Macroeconomic Theory,29,65,13,45%,9,31%
ECON,3241,Security Investment Analysis,112,66,33,29%,72,64%
ECON,3251,Financial Theory & Corp Policy,113,66,35,31%,65,58%
ECON,3291,Post-Keynesian Economics,26,66,6,23%,19,73%
ECON,3301,Game Theory and Applications,48,63,15,31%,18,38%
ECOS,1011,Foundations of Finance,269,60,61,23%,106,39%
ECOS,1031,Introduction to Economics,269,60,65,24%,93,35%
ECOS,1081,Intro to Financial Accounting,269,65,118,44%,61,23%
ECOS,1101,Quantitative Methods,269,60,74,28%,63,23%
ECOS,1151,Intro to Management Accounting,269,70,142,53%,60,22%
ECOS,1221,The Global Economy,174,59,14,8%,88,51%
ECOS,1261,Law,58,60,10,17%,23,40%
ECOS,1271,Management Information,57,67,22,39%,26,46%
ECOS,2011,Corporate Finance,227,59,55,24%,59,26%
ECOS,2121,Microeconomics for Finance,102,55,14,14%,22,22%
ECOS,2131,Macroeconomics&InternatFinance,112,62,22,20%,57,51%
ECOS,2161,Intro to Financial Econometric,156,62,34,22%,71,46%
ECOS,2191,Financial Management,56,65,16,29%,29,52%
ECOS,2221,Business Planning: Taxation,54,65,14,26%,26,48%
ECOS,2241,FinancialMarkets&Institutions,154,63,30,19%,88,57%
ECOS,2271,Financial Accounting&Reporting,59,64,24,41%,14,24%
ECOS,2281,Tax Compliance,58,63,12,21%,23,40%
ECOS,3032,Dissertation,209,66,81,39%,101,48%
ECOS,3211,International & Multinational,43,65,14,33%,22,51%
ECOS,3221,Financial Econometrics,49,62,11,22%,22,45%
ECOS,3251,Financial Engineering,112,70,69,62%,29,26%
ECOS,3261,Security Investment Analysis,119,64,29,24%,77,65%
ECOS,3331,Behavioural Finance,77,64,19,25%,38,49%
ECOS,3372,Dissertation in Accounting,34,70,24,71%,8,24%
EDUC,1011,Beauty & The Beast: Key Themes,39,67,14,36%,23,59%
EDUC,1441,Intro to Modern Art:Its Meanin,29,66,9,31%,17,59%
EDUC,1451,History of Education,58,66,15,26%,32,55%
EDUC,1461,The Context of Education,54,65,21,39%,19,35%
EDUC,1471,Learning and Teaching,90,56,9,10%,27,30%
EDUC,1491,Gallery 101: Designing the Art,7,74,6,86%,<5,14%
EDUC,2191,Philosophy of Social Science,12,64,,0%,11,92%
EDUC,2301,Educational Research Methods,34,61,8,24%,12,35%
EDUC,2321,Learning in the Early Years,36,62,7,19%,17,47%
EDUC,2331,Art & Design in Belle Epoque F,26,67,9,35%,15,58%
EDUC,2351,Higher Education:Issues of exc,18,63,7,39%,8,44%
EDUC,2361,"Identity, Culture & Education",14,66,5,36%,8,57%
EDUC,2371,Cow on the Roof: The Visual,27,67,10,37%,17,63%
EDUC,2381,Harry Potter Age of Illusion,39,67,17,44%,19,49%
EDUC,2391,Objects of Desire,31,75,24,77%,5,16%
EDUC,2401,Constructing Childhood&Youth,27,70,13,48%,14,52%
EDUC,3191,Education in a Global Age,20,71,10,50%,9,45%
EDUC,3221,Political Sociology of Educati,31,71,21,68%,7,23%
EDUC,3261,The 'Isms' of Art in Early 20t,16,67,<5,25%,11,69%
EDUC,3271,Responding to Special Needs in,13,67,7,54%,<5,23%
EDUC,3291,Citizenship Education,11,68,<5,36%,6,55%
EDUC,3302,Double Diss in History of Art,9,70,5,56%,<5,33%
EDUC,3311,The Work of Art,7,74,6,86%,<5,14%
EDUC,3322,DoubleDissDisciplContxtsofEduc,36,70,16,44%,17,47%
EDUC,3182,Double Diss in Theory Phil SS,<5,78,<5,100%,,0%
EDUS,1581,Develop & Learn in Very Early,76,64,17,22%,40,53%
EDUS,1591,Science for Primary Teaching 1,76,55,12,16%,15,20%
EDUS,1601,Humanities 1,47,64,7,15%,34,72%
EDUS,1611,Maths for Primary Teaching 1,76,62,23,30%,23,30%
EDUS,1621,Arts 1,18,65,6,33%,7,39%
EDUS,1631,English for Primary Teaching 1,76,69,42,55%,26,34%
EDUS,1671,Modern Foreign Languages 1,11,83,11,100%,,0%
EDUS,1681,Professional & Academic Study,77,64,13,17%,45,58%
EDUS,2401,Teach & Learning in Primary Sc,65,61,7,11%,36,55%
EDUS,2451,Computing 2,10,62,5,50%,<5,20%
EDUS,2481,Humanities 2,38,67,9,24%,27,71%
EDUS,2501,Research Methods in Education,63,64,11,17%,42,67%
EDUS,2511,Science for Primary Teaching 2,63,64,26,41%,19,30%
EDUS,2521,Arts 2,5,72,<5,60%,<5,40%
EDUS,2531,Maths for Primary Teaching 2,63,62,12,19%,29,46%
EDUS,2541,English for Primary Teaching 2,63,66,24,38%,20,32%
EDUS,2681,Modern Foreign Languages 2,11,79,9,82%,<5,9%
EDUS,3332,Dissertation,52,68,29,56%,13,25%
EDUS,3341,Science for Primary Teaching 3,52,61,16,31%,12,23%
EDUS,3351,Science for Primary Teaching4:,6,61,<5,33%,<5,33%
EDUS,3361,English for Primary Teaching4:,32,73,26,81%,<5,13%
EDUS,3371,English for Primary Teaching 3,52,71,38,73%,8,15%
EDUS,3381,Maths for Primary Teaching 3,51,63,8,16%,29,57%
EDUS,3391,Maths for Primary Teaching 4:M,14,71,7,50%,6,43%
ENGI,1091,Applied Mechanics 1,159,61,45,28%,41,26%
ENGI,1111,Thermodynamics & Fluid,159,61,43,27%,53,33%
ENGI,1131,Electromagnetism Manufacture,159,62,35,22%,72,45%
ENGI,1141,Electronic Measurement,159,69,96,60%,30,19%
ENGI,2181,Electronics 2,152,68,74,49%,56,37%
ENGI,2191,Electrical Engineering 2,147,65,57,39%,46,31%
ENGI,2201,Engineering Design 2,149,68,57,38%,91,61%
ENGI,2211,Engineering Mathematics 2,147,65,57,39%,38,26%
ENGI,2221,Mechanics 2,147,65,59,40%,42,29%
ENGI,2231,Thermodynamis Fluid Mechanics2,148,62,50,34%,32,22%
ENGI,3262,BEng Engineering Project,24,66,7,29%,13,54%
ENGI,3291,Thermdynmcs & Fluid Mechncs 3,78,63,22,28%,28,36%
ENGI,3301,Structures and Geomatics 3,21,63,7,33%,9,43%
ENGI,3311,Geotechnics 3,20,63,9,45%,5,25%
ENGI,3331,Semicnductrs Physics & Devices,37,67,19,51%,10,27%
ENGI,3341,Environmental Engineering 3,21,67,10,48%,5,24%
